"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","latitude","longitude","point",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_nqbw_i6c3",":@computed_region_2dwj_jsy4",":@computed_region_h4ep_8xdi",":@computed_region_y6ts_4iup",":@computed_region_jg9y_a9du"
"2019-10-05T11:00:00.000","2019-10-05T00:00:00.000","11:00","2019","Saturday","2019-10-05T14:37:00.000","85481806303","854818","190748873","192782562","II","Initial",,"06303","Larceny Theft","Larceny Theft - From Building","Theft, From Building, $200-$950","Open or Active","FILLMORE ST \ FELL ST","26037000","Northern","Hayes Valley","5","37.774902830394026","-122.43101153953138","POINT (-122.43101153953138 37.774902830394026)","23","4","11","9",,,,,
"2019-10-05T05:30:00.000","2019-10-05T00:00:00.000","05:30","2019","Saturday","2019-10-05T06:02:00.000","85474828150","854748","190747938","192780599","II","Initial",,"28150","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Property","Open or Active","HOWARD ST \ HARRIET ST","24281000","Southern","South of Market","6","37.77931845974568","-122.40769108415834","POINT (-122.40769108415834 37.77931845974568)","32","1","10","34","1",,,,
"2018-08-24T12:00:00.000","2018-08-24T00:00:00.000","12:00","2018","Friday","2019-10-01T12:45:00.000","85466906372","854669","196209203",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","01ST ST \ LANSING ST","24499000","Southern","Financial District/South Beach","6","37.786472337124636","-122.39344473448949","POINT (-122.39344473448949 37.786472337124636)","30","1","10","8",,,,,"1"
"2019-10-05T06:56:00.000","2019-10-05T00:00:00.000","06:56","2019","Saturday","2019-10-05T06:56:00.000","85476565010","854765","190747900","192780674","II","Initial",,"65010","Traffic Violation Arrest","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","VALENCIA ST \ 18TH ST","24160000","Mission","Mission","8","37.761700908167974","-122.42157840187744","POINT (-122.42157840187744 37.761700908167974)","53","3","5","20","3",,,,
"2019-10-05T02:30:00.000","2019-10-05T00:00:00.000","02:30","2019","Saturday","2019-10-05T02:30:00.000","85456868020","854568","190744310","192764132","IS","Initial Supplement",,"68020","Miscellaneous Investigation","Miscellaneous Investigation","Miscellaneous Investigation","Cite or Arrest Adult","ANZA ST \ 06TH AVE","27275000","Richmond","Inner Richmond","1","37.779090726308574","-122.46414497098554","POINT (-122.46414497098554 37.779090726308574)","5","8","4","11",,,,,
"2019-10-02T20:00:00.000","2019-10-02T00:00:00.000","20:00","2019","Wednesday","2019-10-03T08:34:00.000","85469606244","854696","196208697",,"IS","Coplogic Supplement","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","SUTTER ST \ FILLMORE ST","26607000","Northern","Pacific Heights","5","37.78608542804948","-122.43327158077216","POINT (-122.43327158077216 37.78608542804948)","103","4","11","30",,,,,
"2019-08-26T17:40:00.000","2019-08-26T00:00:00.000","17:40","2019","Monday","2019-10-02T18:39:00.000","85469906244","854699","196178589",,"IS","Coplogic Supplement","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","TAYLOR ST \ JEFFERSON ST","25594000","Central","North Beach","3","37.80821405292514","-122.41580242607432","POINT (-122.41580242607432 37.80821405292514)","99","6","3","23",,,,,
"2019-10-03T20:00:00.000","2019-10-03T00:00:00.000","20:00","2019","Thursday","2019-10-03T22:10:00.000","85416406244","854164","190744382","192764230","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","GEARY BLVD \ 23RD AVE","27541000","Richmond","Outer Richmond","1","37.78018947050346","-122.48259152981396","POINT (-122.48259152981396 37.78018947050346)","8","8","4","29",,,,,
"2019-10-04T09:50:00.000","2019-10-04T00:00:00.000","09:50","2019","Friday","2019-10-04T09:50:00.000","85474172000","854741","190748152","192781190","II","Initial",,"72000","Non-Criminal","Non-Criminal","Found  Property","Open or Active","LAGUNA ST \ CLAY ST","26562000","Northern","Pacific Heights","2","37.79133863580754","-122.42926981744945","POINT (-122.42926981744945 37.79133863580754)","102","4","6","30",,,,,
"2019-10-03T18:00:00.000","2019-10-03T00:00:00.000","18:00","2019","Thursday","2019-10-03T21:01:00.000","85458871000","854588","196209178",,"II","Coplogic Initial","true","71000","Lost Property","Lost Property","Lost Property","Open or Active","11TH ST \ MINNA ST","24363000","Southern","South of Market","6","37.77390625135662","-122.41657567021807","POINT (-122.41657567021807 37.77390625135662)","32","1","10","34","1",,"1",,
"2019-10-01T19:30:00.000","2019-10-01T00:00:00.000","19:30","2019","Tuesday","2019-10-03T22:18:00.000","85459506244","854595","196208493",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","FRANKLIN ST \ FULTON ST","24472000","Northern","Hayes Valley","5","37.778956863808695","-122.42170930842168","POINT (-122.42170930842168 37.778956863808695)","21","4","11","9","1",,,,
"2019-10-04T06:00:00.000","2019-10-04T00:00:00.000","06:00","2019","Friday","2019-10-05T12:25:00.000","85478109031","854781","190748588","192781927","II","Initial",,"09031","Stolen Property","Stolen Property","Money, Property or Labor, Fraudulently Obtaining","Open or Active","TARAVAL ST \ 32ND AVE","23389000","Richmond","Sunset/Parkside","4","37.74243743572926","-122.48962023576367","POINT (-122.48962023576367 37.74243743572926)","40","10","7","35",,,,,
"2019-10-02T13:00:00.000","2019-10-02T00:00:00.000","13:00","2019","Wednesday","2019-10-04T14:55:00.000","85472027090","854720","190746021","192772408","II","Initial",,"27090","Larceny Theft","Larceny Theft - Other","Theft, Lost Property, Petty","Open or Active","THE EMBARCADERO \ BEACH ST \ GRANT AVE","25475000","Central","North Beach","3","37.80811075299725","-122.40905049651286","POINT (-122.40905049651286 37.80811075299725)","99","6","3","23",,,,,
"2019-10-05T02:00:00.000","2019-10-05T00:00:00.000","02:00","2019","Saturday","2019-10-05T13:15:00.000","85480271013","854802","190748685","192782183","VI","Vehicle Initial",,"71013","Larceny Theft","Theft From Vehicle","License Plate, Stolen","Open or Active","EGBERT AVE \ INGALLS ST","20447000","Bayview","Bayview Hunters Point","10","37.72159985216247","-122.39074534279013","POINT (-122.39074534279013 37.72159985216247)","88","2","9","1",,,,,
"2019-10-04T21:30:00.000","2019-10-04T00:00:00.000","21:30","2019","Friday","2019-10-04T21:43:00.000","85454626080","854546","190747126","192774118","II","Initial",,"26080","Other Miscellaneous","Other","Conspiracy","Cite or Arrest Adult","MISSION ST \ 10TH ST","24414000","Southern","South of Market","6","37.77527205930737","-122.4159081801724","POINT (-122.4159081801724 37.77527205930737)","32","1","10","34","1",,"1",,
"2019-10-03T23:20:00.000","2019-10-03T00:00:00.000","23:20","2019","Thursday","2019-10-04T08:59:00.000","85465406244","854654","196209407",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Park",,,,,,,,,,,,,,
"2019-10-05T10:06:00.000","2019-10-05T00:00:00.000","10:06","2019","Saturday","2019-10-05T14:19:00.000","85487462050","854874","190748970","192782197","II","Initial",,"62050","Warrant","Warrant","Warrant Arrest, Enroute To Outside Jurisdiction","Cite or Arrest Adult","POWELL ST \ OFARRELL ST","24904000","Central","Tenderloin","3","37.78640961281089","-122.40803623744476","POINT (-122.40803623744476 37.78640961281089)","19","6","3","36",,,"1",,
"2019-10-05T18:29:00.000","2019-10-05T00:00:00.000","18:29","2019","Saturday","2019-10-05T18:30:00.000","85491564070","854915","190749605","192783682","II","Initial",,"64070","Suspicious Occ","Suspicious Occ","Suspicious Occurrence","Open or Active","BEACH ST \ JONES ST","25595000","Central","North Beach","3","37.80707251301197","-122.41726063240938","POINT (-122.41726063240938 37.80707251301197)","99","6","3","23",,,,,
"2019-10-05T14:55:00.000","2019-10-05T00:00:00.000","14:55","2019","Saturday","2019-10-05T14:55:00.000","85484464085","854844","190749047","192782632","II","Initial",,"64085","Other Miscellaneous","Other","Investigative Detention","Open or Active","JOHN F KENNEDY DR \ END","27820000","Richmond","Golden Gate Park","1","37.77028284509647","-122.49382345230345","POINT (-122.49382345230345 37.77028284509647)","9","8","4","12",,,,,
"2019-10-05T00:00:00.000","2019-10-05T00:00:00.000","00:00","2019","Saturday","2019-10-05T00:59:00.000","85455707041","854557","190747411","192774404","VS","Vehicle Supplement",,"07041","Recovered Vehicle","Recovered Vehicle","Vehicle, Recovered, Auto","Open or Active","TAYLOR ST \ POST ST","24952000","Southern","Nob Hill","3","37.78787216759232","-122.41169923333719","POINT (-122.41169923333719 37.78787216759232)","50","6","3","21",,,,,
"2019-10-05T07:21:00.000","2019-10-05T00:00:00.000","07:21","2019","Saturday","2019-10-05T07:21:00.000","85473016662","854730","190747950","192780750","II","Initial",,"16662","Drug Offense","Drug Violation","Controlled Substance, Possession For Sale","Cite or Arrest Adult","STEVENSON ST \ 06TH ST","24295000","Tenderloin","South of Market","6","37.78175432665782","-122.40969326320398","POINT (-122.40969326320398 37.78175432665782)","32","5","10","34","1",,"1",,
"2019-10-05T09:30:00.000","2019-10-05T00:00:00.000","09:30","2019","Saturday","2019-10-05T17:03:00.000","85486209027","854862","190749332","192783242","II","Initial",,"09027","Fraud","Fraud","False Personation","Open or Active","JUDAH ST \ 10TH AVE","27148000","Park","Inner Sunset","5","37.762127977892575","-122.4672531424321","POINT (-122.4672531424321 37.762127977892575)","109","10","11","14",,,,,
"2019-10-05T13:00:00.000","2019-10-05T00:00:00.000","13:00","2019","Saturday","2019-10-05T13:45:00.000","85484072000","854840","190749194","192782927","II","Initial",,"72000","Non-Criminal","Non-Criminal","Found  Property","Open or Active","GARDENSIDE DR \ BURNETT AVE","26124000","Park","Twin Peaks","8","37.75558385919571","-122.44421890750894","POINT (-122.44421890750894 37.75558385919571)","47","7","5","38",,,,,
"2019-10-05T14:00:00.000","2019-10-05T00:00:00.000","14:00","2019","Saturday","2019-10-05T20:57:00.000","85490107021","854901","190749984","192784285","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","FULTON ST \ LA PLAYA","27978000","Richmond","Outer Richmond","1","37.771396030943585","-122.50989475109745","POINT (-122.50989475109745 37.771396030943585)","8","8","4","29",,,,,
"2019-10-05T10:45:00.000","2019-10-05T00:00:00.000","10:45","2019","Saturday","2019-10-05T11:34:00.000","85477206243","854772","190748497","192781695","II","Initial",,"06243","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, $200-$950","Open or Active","VISTA LN \ PARKRIDGE DR","32974000","Park","Twin Peaks","8","37.75235171503818","-122.44598442613956","POINT (-122.44598442613956 37.75235171503818)","51","7","5","38",,,,,
"2019-10-01T20:00:00.000","2019-10-01T00:00:00.000","20:00","2019","Tuesday","2019-10-05T12:09:00.000","85486828160","854868","190748550","192781189","II","Initial",,"28160","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Vehicle","Open or Active","OAK GROVE ST \ BRYANT ST","23900000","Southern","South of Market","6","37.77692040610069","-122.4014093793428","POINT (-122.4014093793428 37.77692040610069)","32","1","10","34",,,,,
"2019-10-05T18:13:00.000","2019-10-05T00:00:00.000","18:13","2019","Saturday","2019-10-05T18:14:00.000","85489404134","854894","190749558","192783609","II","Initial",,"04134","Assault","Simple Assault","Battery","Open or Active","FULTON ST \ 33RD AVE","27821000","Richmond","Golden Gate Park","1","37.77217853005405","-122.49276138630064","POINT (-122.49276138630064 37.77217853005405)","8","8","4","12",,,,,
"2019-10-05T01:23:00.000","2019-10-05T00:00:00.000","01:23","2019","Saturday","2019-10-05T01:33:00.000","85459203011","854592","190747580","192780199","II","Initial",,"03011","Robbery","Robbery - Street","Robbery, Street or Public Place, W/ Gun","Open or Active","GRANADA AVE \ HOLLOWAY AVE","22584000","Taraval","Oceanview/Merced/Ingleside","7","37.72184307479147","-122.45716308864465","POINT (-122.45716308864465 37.72184307479147)","64","10","8","24",,,,,
"2019-10-04T20:30:00.000","2019-10-04T00:00:00.000","20:30","2019","Friday","2019-10-04T20:30:00.000","85451903401","854519","190747013","192773910","II","Initial",,"03401","Robbery","Robbery - Commercial","Shoplifting, Force against Agent","Open or Active","CHURCH ST \ MARKET ST","25881000","Mission","Castro/Upper Market","8","37.76750445867602","-122.42894856756236","POINT (-122.42894856756236 37.76750445867602)","28","3","5","5","5",,,,
"2019-10-04T14:45:00.000","2019-10-04T00:00:00.000","14:45","2019","Friday","2019-10-04T14:46:00.000","85440407041","854404","190721506",,"VS","Vehicle Supplement",,"07041","Recovered Vehicle","Recovered Vehicle","Vehicle, Recovered, Auto","Open or Active",,,"Out of SF",,,,,,,,,,,,,,
"2019-10-03T23:45:00.000","2019-10-03T00:00:00.000","23:45","2019","Thursday","2019-10-04T13:20:00.000","85462228150","854622","196208982",,"II","Coplogic Initial","true","28150","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Property","Open or Active","NEW MONTGOMERY ST \ MISSION ST","24610000","Southern","Financial District/South Beach","6","37.78745049797145","-122.4005030970072","POINT (-122.4005030970072 37.78745049797145)","32","1","10","8",,,,,
"2019-10-04T08:00:00.000","2019-10-04T00:00:00.000","08:00","2019","Friday","2019-10-04T10:53:00.000","85465906244","854659","196208879",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Taraval",,,,,,,,,,,,,,
"2019-10-04T13:00:00.000","2019-10-04T00:00:00.000","13:00","2019","Friday","2019-10-04T22:34:00.000","85453664070","854536","190747427","192774284","II","Initial",,"64070","Suspicious Occ","Suspicious Occ","Suspicious Occurrence","Open or Active","16TH ST \ MISSION ST","24170000","Mission","Mission","9","37.76505133632968","-122.41966897380142","POINT (-122.41966897380142 37.76505133632968)","53","3","2","20","3","50",,"24",
"2019-10-04T22:13:00.000","2019-10-04T00:00:00.000","22:13","2019","Friday","2019-10-04T22:18:00.000","85453203014","854532","190747320","192774237","II","Initial",,"03014","Robbery","Robbery - Street","Robbery, Street or Public Place, W/ Force","Open or Active","22ND ST \ CAPP ST","24082000","Mission","Mission","9","37.75550249751555","-122.417658993747","POINT (-122.417658993747 37.75550249751555)","53","3","2","20","3",,,,
"2019-09-30T14:00:00.000","2019-09-30T00:00:00.000","14:00","2019","Monday","2019-10-03T10:41:00.000","85463706244","854637","196208647",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","FRANKLIN ST \ HAYES ST","24451000","Northern","Hayes Valley","5","37.77709097125577","-122.42133043276547","POINT (-122.42133043276547 37.77709097125577)","21","4","11","9","1",,,,
"2019-10-05T02:00:00.000","2019-10-05T00:00:00.000","02:00","2019","Saturday","2019-10-05T06:40:00.000","85472815200","854728","190747875","192780645","II","Initial",,"15200","Offences Against The Family And Children","Other","Domestic Violence (secondary only)","Open or Active","BROOKDALE AVE \ SANTOS ST","20432000","Ingleside","Visitacion Valley","10","37.71193343102876","-122.41876599574823","POINT (-122.41876599574823 37.71193343102876)","74","9","9","40",,,,,
"2019-10-03T21:00:00.000","2019-10-03T00:00:00.000","21:00","2019","Thursday","2019-10-05T18:00:00.000","85487806242","854878","190749661","192783858","II","Initial",,"06242","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, $50-$200","Open or Active","SUTTER ST \ HYDE ST","25163000","Central","Nob Hill","3","37.78817788964108","-122.41682715547994","POINT (-122.41682715547994 37.78817788964108)","50","6","3","21",,,,,
"2019-10-05T11:22:00.000","2019-10-05T00:00:00.000","11:22","2019","Saturday","2019-10-05T11:22:00.000","85481464085","854814","190748469","192781647","II","Initial",,"64085","Other Miscellaneous","Other","Investigative Detention","Open or Active","19TH AVE \ CROSSOVER DR \ LINCOLN WAY","27374000","Taraval","Sunset/Parkside","4","37.76544798567049","-122.47730839570167","POINT (-122.47730839570167 37.76544798567049)","39","10","7","35",,,,,
"2019-10-04T21:42:00.000","2019-10-04T00:00:00.000","21:42","2019","Friday","2019-10-04T23:00:00.000","85455415200","854554","190747477","192780003","II","Initial",,"15200","Offences Against The Family And Children","Other","Domestic Violence (secondary only)","Open or Active","WILLIAMS AVE \ NEPTUNE ST","20537000","Bayview","Bayview Hunters Point","10","37.72990988256753","-122.39717687851248","POINT (-122.39717687851248 37.72990988256753)","86","2","9","1",,,,,
"2019-10-05T01:39:00.000","2019-10-05T00:00:00.000","01:39","2019","Saturday","2019-10-05T01:39:00.000","85457304081","854573","190747637","192780219","II","Initial",,"04081","Assault","Aggravated Assault","Shooting into Inhabited Dwelling or Occupied Vehicle","Open or Active","OSCEOLA LN \ LA SALLE AVE","33144000","Bayview","Bayview Hunters Point","10","37.732434022666936","-122.38380325319487","POINT (-122.38380325319487 37.732434022666936)","86","2","9","1",,,,,
"2019-10-05T03:30:00.000","2019-10-05T00:00:00.000","03:30","2019","Saturday","2019-10-05T03:57:00.000","85470904134","854709","190747790","192780463","II","Initial",,"04134","Assault","Simple Assault","Battery","Open or Active","GRANT AVE \ COLUMBUS AVE","25330000","Central","North Beach","3","37.79815205560301","-122.40708292701295","POINT (-122.40708292701295 37.79815205560301)","106","6","3","23",,,,,
"2019-10-02T00:00:00.000","2019-10-02T00:00:00.000","00:00","2019","Wednesday","2019-10-03T07:36:00.000","85468406244","854684","196208716",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Northern",,,,,,,,,,,,,,
"2019-10-05T09:08:00.000","2019-10-05T00:00:00.000","09:08","2019","Saturday","2019-10-05T09:08:00.000","85476219010","854762","190748099","192781116","II","Initial",,"19010","Disorderly Conduct","Disorderly Conduct","Public Nuisance, Committing","Open or Active","POLK ST \ BUSH ST","25210000","Northern","Nob Hill","3","37.788699045143865","-122.42030688368688","POINT (-122.42030688368688 37.788699045143865)","50","4","3","21",,,,,
"2019-10-05T16:40:00.000","2019-10-05T00:00:00.000","16:40","2019","Saturday","2019-10-05T16:53:00.000","85492826150","854928","190749376","192783201","IS","Initial Supplement",,"26150","Other Miscellaneous","Other","Parole Violation, Adult","Cite or Arrest Adult","WASHINGTON ST \ DRUMM ST","24571000","Central","Financial District/South Beach","3","37.796346859010335","-122.39695784020824","POINT (-122.39695784020824 37.796346859010335)","77","6","3","8","4",,,,
"2019-10-04T19:30:00.000","2019-10-04T00:00:00.000","19:30","2019","Friday","2019-10-05T12:12:00.000","85477906240","854779","190748566","192781875","II","Initial",,"06240","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, Att.","Open or Active","TARAVAL ST \ 45TH AVE","23463000","Taraval","Sunset/Parkside","4","37.74181318858444","-122.50354896517437","POINT (-122.50354896517437 37.74181318858444)","39","10","7","35",,,,,
"2019-09-19T18:00:00.000","2019-09-19T00:00:00.000","18:00","2019","Thursday","2019-09-19T21:09:00.000","85458406372","854584","196209087",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active",,,"Tenderloin",,,,,,,,,,,,,,
"2019-10-05T15:30:00.000","2019-10-05T00:00:00.000","15:30","2019","Saturday","2019-10-05T15:32:00.000","85490905071","854909","190744780","192770255","IS","Initial Supplement",,"05071","Burglary","Burglary - Other","Burglary, Other Bldg., Forcible Entry","Open or Active","BROADWAY \ DAVIS ST","24798000","Central","Financial District/South Beach","3","37.79888096617859","-122.39869570327996","POINT (-122.39869570327996 37.79888096617859)","77","6","3","8",,,,,
"2019-09-28T13:30:00.000","2019-09-28T00:00:00.000","13:30","2019","Saturday","2019-10-05T12:40:00.000","85479606243","854796","190727827","192782064","IS","Initial Supplement",,"06243","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, $200-$950","Open or Active","VISTA LN \ PARKRIDGE DR","32974000","Park","Twin Peaks","8","37.75235171503818","-122.44598442613956","POINT (-122.44598442613956 37.75235171503818)","51","7","5","38",,,,,
"2019-10-04T21:26:00.000","2019-10-04T00:00:00.000","21:26","2019","Friday","2019-10-04T22:17:00.000","85454906154","854549","190747251","192774132","II","Initial",,"06154","Larceny Theft","Larceny Theft - Other","Theft, From Person, >$950 (other than Pickpocket)","Open or Active","SUTTER ST \ FILLMORE ST","26607000","Northern","Pacific Heights","5","37.78608542804948","-122.43327158077216","POINT (-122.43327158077216 37.78608542804948)","103","4","11","30",,,,,
"2019-10-05T09:16:00.000","2019-10-05T00:00:00.000","09:16","2019","Saturday","2019-10-05T09:38:00.000","85475106364","854751","190748180","192781184","II","Initial",,"06364","Larceny Theft","Larceny Theft - Shoplifting","Theft, Shoplifting, >$950","Open or Active","SAN JUAN AVE \ MISSION ST","21741000","Ingleside","Excelsior","11","37.724004908138426","-122.43531257120719","POINT (-122.43531257120719 37.724004908138426)","90","9","1","7",,,,,
"2019-10-05T01:36:00.000","2019-10-05T00:00:00.000","01:36","2019","Saturday","2019-10-05T01:41:00.000","85467364085","854673","190747659","192780225","II","Initial",,"64085","Other Miscellaneous","Other","Investigative Detention","Cite or Arrest Adult","SOUTH VAN NESS AVE \ 21ST ST","24083000","Mission","Mission","9","37.75716664165998","-122.41671959504018","POINT (-122.41671959504018 37.75716664165998)","53","3","2","20","3",,,,
"2019-10-04T22:00:00.000","2019-10-04T00:00:00.000","22:00","2019","Friday","2019-10-04T23:45:00.000","85467906244","854679","196209485",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Park",,,,,,,,,,,,,,
"2019-10-05T16:15:00.000","2019-10-05T00:00:00.000","16:15","2019","Saturday","2019-10-05T16:39:00.000","85489028160","854890","190749304","192783117","II","Initial",,"28160","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Vehicle","Open or Active","OAK ST \ GOUGH ST","25906000","Northern","Hayes Valley","5","37.77502069532915","-122.42259804363691","POINT (-122.42259804363691 37.77502069532915)","26","4","11","9","1",,,,
"2019-10-05T11:17:00.000","2019-10-05T00:00:00.000","11:17","2019","Saturday","2019-10-05T11:21:00.000","85480803014","854808","190748419","192781626","II","Initial",,"03014","Robbery","Robbery - Street","Robbery, Street or Public Place, W/ Force","Cite or Arrest Adult","ELLIS ST \ POWELL ST","24894000","Central","Financial District/South Beach","3","37.785491559268934","-122.40785252141461","POINT (-122.40785252141461 37.785491559268934)","19","6","3","8",,,"1",,
"2019-10-04T19:00:00.000","2019-10-04T00:00:00.000","19:00","2019","Friday","2019-10-04T23:22:00.000","85468906244","854689","196209548",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","BUSH ST \ GRANT AVE","24741000","Central","Financial District/South Beach","3","37.790565236529574","-122.40557374633903","POINT (-122.40557374633903 37.790565236529574)","19","6","3","8",,,,,
"2019-10-04T19:00:00.000","2019-10-04T00:00:00.000","19:00","2019","Friday","2019-10-05T00:13:00.000","85456106244","854561","190747499","192780027","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","KEARNY ST \ FRANCISCO ST","25385000","Central","North Beach","3","37.805494467998535","-122.40695663340361","POINT (-122.40695663340361 37.805494467998535)","99","6","3","23",,,,,
"2019-10-02T13:40:00.000","2019-10-02T00:00:00.000","13:40","2019","Wednesday","2019-10-05T11:41:00.000","85501071000","855010","196209770",,"II","Coplogic Initial","true","71000","Lost Property","Lost Property","Lost Property","Open or Active",,,"Southern",,,,,,,,,,,,,,
"2019-09-27T12:45:00.000","2019-09-27T00:00:00.000","12:45","2019","Friday","2019-10-04T08:06:00.000","85505106372","855051","196209554",,"IS","Coplogic Supplement","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active",,,"Park",,,,,,,,,,,,,,
"2019-10-05T18:30:00.000","2019-10-05T00:00:00.000","18:30","2019","Saturday","2019-10-06T01:33:00.000","85496306223","854963","190750486","192790216","II","Initial",,"06223","Larceny Theft","Larceny - From Vehicle","Theft, From Unlocked Vehicle, $200-$950","Open or Active","TAYLOR ST \ BUSH ST","24957000","Central","Nob Hill","3","37.78973990611221","-122.41207586899405","POINT (-122.41207586899405 37.78973990611221)","50","6","3","21",,,,,
"2019-10-03T21:00:00.000","2019-10-03T00:00:00.000","21:00","2019","Thursday","2019-10-04T18:53:00.000","85503006244","855030","196209601",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","PERALTA AVE \ CORTLAND AVE","21036000","Ingleside","Bernal Heights","9","37.739680773974726","-122.40888307605414","POINT (-122.40888307605414 37.739680773974726)","83","9","2","2",,,,,
"2019-10-06T00:00:00.000","2019-10-06T00:00:00.000","00:00","2019","Sunday","2019-10-06T01:31:00.000","85499474000","854994","190750511","192790213","II","Initial",,"74000","Missing Person","Missing Adult","Missing Adult","Open or Active","FILLMORE ST \ HAYES ST","25953000","Northern","Hayes Valley","5","37.7758343406229","-122.43119861059851","POINT (-122.43119861059851 37.7758343406229)","22","4","11","9",,,,,
"2019-10-06T14:43:00.000","2019-10-06T00:00:00.000","14:43","2019","Sunday","2019-10-06T16:46:00.000","85524806364","855248","190752034","192792364","II","Initial",,"06364","Larceny Theft","Larceny Theft - Shoplifting","Theft, Shoplifting, >$950","Cite or Arrest Adult","POWELL ST \ POST ST","24918000","Central","Financial District/South Beach","3","37.78829319282882","-122.40840155198468","POINT (-122.40840155198468 37.78829319282882)","19","6","3","8",,,,,
"2019-10-06T19:00:00.000","2019-10-06T00:00:00.000","19:00","2019","Sunday","2019-10-06T20:10:00.000","85522106244","855221","190752658","192793497","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","POLK ST \ BUSH ST","25210000","Northern","Nob Hill","3","37.788699045143865","-122.42030688368688","POINT (-122.42030688368688 37.788699045143865)","50","4","3","21",,,,,
"2019-10-06T12:59:00.000","2019-10-06T00:00:00.000","12:59","2019","Sunday","2019-10-06T12:59:00.000","85514107043","855141","190724102","192791826","VS","Vehicle Supplement",,"07043","Recovered Vehicle","Recovered Vehicle","Vehicle, Recovered, Motorcycle","Open or Active","23RD ST \ PENNSYLVANIA AVE","23621000","Bayview","Potrero Hill","10","37.75509563783832","-122.39288410139532","POINT (-122.39288410139532 37.75509563783832)","54","2","9","26",,,,,
"2019-10-06T00:15:00.000","2019-10-06T00:00:00.000","00:15","2019","Sunday","2019-10-06T13:23:00.000","85512671000","855126","190751553","192791924","II","Initial",,"71000","Lost Property","Lost Property","Lost Property","Open or Active","VALENCIA ST \ DUBOCE AVE","24403000","Mission","Mission","9","37.769867697086454","-122.42236482023111","POINT (-122.42236482023111 37.769867697086454)",,"3","2","20","3",,,,
"2019-10-04T12:00:00.000","2019-10-04T00:00:00.000","12:00","2019","Friday","2019-10-04T12:00:00.000","85438907041","854389","190735977","192771626","VS","Vehicle Supplement",,"07041","Recovered Vehicle","Recovered Vehicle","Vehicle, Recovered, Auto","Open or Active","WALLACE AVE \ INGALLS ST","20142000","Bayview","Bayview Hunters Point","10","37.725354103710416","-122.38736826221584","POINT (-122.38736826221584 37.725354103710416)","78","2","9","1",,,,,
