NAME,BRANDNAME,PB_ID,TRADE_NAME,FRANCHISE_NAME,ISO3,AREANAME4,AREANAME3,AREANAME2,AREANAME1,STABB,POSTCODE,FORMATTEDADDRESS,MAINADDRESSLINE,ADDRESSLASTLINE,LONGITUDE,LATITUDE,GEORESULT,CONFIDENCE_CODE,COUNTRY_ACCESS_CODE,TEL_NUM,FAXNUM,EMAIL,HTTP,OPEN_24H,BUSINESS_LINE,SIC1,SIC2,SIC8,SIC8_DESCRIPTION,ALT_INDUSTRY_CODE,MICODE,TRADE_DIVISION,GROUP,CLASS,SUB_CLASS,EMPLOYEE_HERE,EMPLOYEE_COUNT,YEAR_START,SALES_VOLUME_LOCAL,SALES_VOLUME_US_DOLLARS,CURRENCY_CODE,AGENT_CODE,LEGAL_STATUS_CODE,STATUS_CODE,SUBSIDIARY_INDICATOR,PARENT_BUSINESS_NAME,PARENT_ADDRESS,PARENT_STREET_ADDRESS,PARENT_AREANAME3,PARENT_AREANAME1,PARENT_COUNTRY,PARENT_POSTCODE,DOMESTIC_ULTIMATE_BUSINESS_NAME,DOMESTIC_ULTIMATE_ADDRESS,DOMESTIC_ULTIMATE_STREET_ADDRESS,DOMESTIC_ULTIMATE_AREANAME3,DOMESTIC_ULTIMATE_AREANAME1,DOMESTIC_ULTIMATE_POSTCODE,GLOBAL_ULTIMATE_INDICATOR,GLOBAL_ULTIMATE_BUSINESS_NAME,GLOBAL_ULTIMATE_ADDRESS,GLOBAL_ULTIMATE_STREET_ADDRESS,GLOBAL_ULTIMATE_AREANAME3,GLOBAL_ULTIMATE_AREANAME1,GLOBAL_ULTIMATE_COUNTRY,GLOBAL_ULTIMATE_POSTCODE,FAMILY_MEMBERS,HIERARCHY_CODE,TICKER_SYMBOL,EXCHANGE_NAME,geom
TEVAR GARCIA FERNANDO,,2096628070,,,ESP,,QUINTANAR DEL REY,CUENCA,CASTILLA-LA MANCHA,CM,16220,"CALLE DE LA LARGA 143, 16220, QUINTANAR DEL REY, CUENCA",CALLE DE LA LARGA 143,"16220, QUINTANAR DEL REY, CUENCA",-1.9303824833011636,39.349734904509766,S5HPNTSCZA,HIGH,,967 49 52 31,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.93038248330116 39.3497349045098)
VALENCIA VICIOSO JUAN MIGUEL,,2097291915,,,ESP,,MOTILLA DEL PALANCAR,CUENCA,CASTILLA-LA MANCHA,CM,16200,"CARRETERA DE VALENCIA 88, 16200, MOTILLA DEL PALANCAR, CUENCA",CARRETERA DE VALENCIA 88,"16200, MOTILLA DEL PALANCAR, CUENCA",-1.927338974309601,39.56398243044511,S5HPNTSCZA,HIGH,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.9273389743096 39.5639824304451)
PASTELERIA TRANSILVANI,,2168641398,,,ESP,,PALENCIA,PALENCIA,CASTILLA Y LEÓN,CL,34001,"PLAZA DE SAN LÁZARO 0006, 34001, PALENCIA, PALENCIA",PLAZA DE SAN LÁZARO 0006,"34001, PALENCIA, PALENCIA",-4.52985,42.00909,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-4.52985 42.00909)
MANTEQUERIAS DEL CARME,,2167670635,,,ESP,,BENAVENTE,ZAMORA,CASTILLA Y LEÓN,CL,49600,"CALLE DEL AGUJERO DE SAN ANDRÉS 0014, 49600, BENAVENTE, ZAMORA",CALLE DEL AGUJERO DE SAN ANDRÉS 0014,"49600, BENAVENTE, ZAMORA",-5.677482,41.99915,T16,MEDIUM,,980 63 70 26,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.677482 41.99915)
BEYMA 2011,,2165411490,,,ESP,,BENABARRE,HUESCA,ARAGÓN,AR,22580,"CALLE RIBAGORZA, 22580, BENABARRE, HUESCA",CALLE RIBAGORZA,"22580, BENABARRE, HUESCA",0.480464,42.111222,T19,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(0.480464 42.111222)
PEREZ LAITA LUIS CARLOS,,2097193248,,,ESP,,AYERBE,HUESCA,ARAGÓN,AR,22800,"PLAZA RAMÓN Y CAJAL 28, 22800, AYERBE, HUESCA",PLAZA RAMÓN Y CAJAL 28,"22800, AYERBE, HUESCA",-0.68955,42.27593,S8HPNTSCZA,HIGH,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.68955 42.27593)
BENHADJ ABDERRAHMAN,,2096666806,,,ESP,,MELILLA,MELILLA,CIUDAD DE MELILLA,ML,52003,"CALLE DE LOS ACANTOS, 52003, MELILLA, MELILLA",CALLE DE LOS ACANTOS,"52003, MELILLA, MELILLA",-2.9553388,35.2981824,T19,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.9553388 35.2981824)
FRUCUENCA,,2160191237,,,ESP,,TARANCÓN,CUENCA,CASTILLA-LA MANCHA,CM,16400,"PASEO DE LA ESTACIÓN 0027, 16400, TARANCÓN, CUENCA",PASEO DE LA ESTACIÓN 0027,"16400, TARANCÓN, CUENCA",-3.00743,40.00852,T16,MEDIUM,,969 32 01 85,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.00743 40.00852)
CARNICERIA RAMIRO,,2169673143,,,ESP,,ALCAÑIZ,TERUEL,ARAGÓN,AR,44600,"CALLE FELIPE MALANDIA 12 0000, 44600, ALCAÑIZ, TERUEL",CALLE FELIPE MALANDIA 12 0000,"44600, ALCAÑIZ, TERUEL",-0.130283,41.050338,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.130283 41.050338)
REGUEIRO FERNANDEZ JOSE FRANCISCO,,2097196336,,,ESP,,VERÍN,ORENSE,GALICIA,GA,32600,"AVENIDA DE CASTILLA 102, 32600, VERÍN, ORENSE",AVENIDA DE CASTILLA 102,"32600, VERÍN, ORENSE",-7.4260733,41.9431568,T14,MEDIUM,,988 41 04 77,988 41 04 77,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.4260733 41.9431568)
FERRERO PASCUAL JOSE MANUEL,,2096226378,,,ESP,,TÁBARA,ZAMORA,CASTILLA Y LEÓN,CL,49140,"CARRETERA VILLACASTÍN-VIGO, 49140, TÁBARA, ZAMORA",CARRETERA VILLACASTÍN-VIGO,"49140, TÁBARA, ZAMORA",-5.9708035,41.8345948,T19,LOW,,980 59 01 39,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.9708035 41.8345948)
BICAS O FORNO,,2162323093,,,ESP,,CASTRO CALDELAS,ORENSE,GALICIA,GA,32760,"CALLE DE TOURAL 6, 32760, CASTRO CALDELAS, ORENSE",CALLE DE TOURAL 6,"32760, CASTRO CALDELAS, ORENSE",-7.41549,42.37452,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.41549 42.37452)
ALIMENTACION VISCASILL,,2161931200,,,ESP,,GURREA DE GÁLLEGO,HUESCA,ARAGÓN,AR,22280,"CALLE MAYOR, 22280, GURREA DE GÁLLEGO, HUESCA",CALLE MAYOR,"22280, GURREA DE GÁLLEGO, HUESCA",-0.761705,42.0128,T18,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.761705 42.0128)
TIENDAS BONÀREA,,2166148938,,,ESP,,ALCAÑIZ,TERUEL,ARAGÓN,AR,44600,"AVENIDA DE ZARAGOZA 0062, 44600, ALCAÑIZ, TERUEL",AVENIDA DE ZARAGOZA 0062,"44600, ALCAÑIZ, TERUEL",-0.147619,41.052507,T16,MEDIUM,,978 83 49 58,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.147619 41.052507)
CHERIF RECAMBIOS Y ACCESORIOS,,2096626504,,,ESP,,MELILLA,MELILLA,CIUDAD DE MELILLA,ML,52006,"CALLE DE LA ORTIGA 3, 52006, MELILLA, MELILLA",CALLE DE LA ORTIGA 3,"52006, MELILLA, MELILLA",-2.9399238282342166,35.26992403093467,S5HPNTSCZA,HIGH,,952 67 94 23,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.93992382823422 35.2699240309347)
CAJA RURAL DE HUESCA,,2162158350,,,ESP,,BAILO,HUESCA,ARAGÓN,AR,22760,"PLAZA MAYOR 1, 22760, BAILO, HUESCA",PLAZA MAYOR 1,"22760, BAILO, HUESCA",-0.8110723719123294,42.50969670562712,S5HPNTSCZA,HIGH,,974 37 70 14,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.81107237191233 42.5096967056271)
EL COLMENAR DE ANGEL,,2161403218,,,ESP,,HUESCA,HUESCA,ARAGÓN,AR,22004,"CALLE DE AGUSTÍN VIÑUALES PARDO, 22004, HUESCA, HUESCA",CALLE DE AGUSTÍN VIÑUALES PARDO,"22004, HUESCA, HUESCA",-0.41944,42.13935,T17,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.41944 42.13935)
AUTOSERVICIO MORENO,,2158865323,,,ESP,,BRIHUEGA,GUADALAJARA,CASTILLA-LA MANCHA,CM,19400,"CALLE DEL RUBIO 0007, 19400, BRIHUEGA, GUADALAJARA",CALLE DEL RUBIO 0007,"19400, BRIHUEGA, GUADALAJARA",-2.86867,40.76103,T16,MEDIUM,,949 28 12 13,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.86867 40.76103)
MULTIRECAMBIOS A & C,,2109284354,,,ESP,,ZAMORA,ZAMORA,CASTILLA Y LEÓN,CL,49023,"CALLE DE VILLALPANDO 44, 49023, ZAMORA, ZAMORA",CALLE DE VILLALPANDO 44,"49023, ZAMORA, ZAMORA",-5.74698,41.51097,S8HPNTSCZA,HIGH,,980 67 12 76,980 51 20 42,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.74698 41.51097)
DISTRIBUCIONES PALACIOS,,2158498904,,,ESP,,SAN ESTEBAN DE GORMAZ,SORIA,CASTILLA Y LEÓN,CL,42330,"CALLE VEGA, 42330, SAN ESTEBAN DE GORMAZ, SORIA",CALLE VEGA,"42330, SAN ESTEBAN DE GORMAZ, SORIA",-3.19952,41.57235,T20,LOW,,975 35 01 06,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.19952 41.57235)
PESCADERÍA PIRINEOS,,2161356603,,,ESP,,HUESCA,HUESCA,ARAGÓN,AR,22004,"PLAZA LÉRIDA 0002, 22004, HUESCA, HUESCA",PLAZA LÉRIDA 0002,"22004, HUESCA, HUESCA",-0.416494,42.143513,T16,MEDIUM,,974 22 62 96,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.416494 42.143513)
FRUTAS DE ETIQUETA,,2163250660,,,ESP,,TORO,ZAMORA,CASTILLA Y LEÓN,CL,49800,"CARRETERA DE POZOANTIGUO, 49800, TORO, ZAMORA",CARRETERA DE POZOANTIGUO,"49800, TORO, ZAMORA",-5.398613,41.52756,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.398613 41.52756)
CARNICERIA PASCUAL LOP,,2161099152,,,ESP,,ALBALATE DEL ARZOBISPO,TERUEL,ARAGÓN,AR,44540,"AVENIDA TERUEL 25, 44540, ALBALATE DEL ARZOBISPO, TERUEL",AVENIDA TERUEL 25,"44540, ALBALATE DEL ARZOBISPO, TERUEL",-0.51139,41.122051,T17,MEDIUM,,978 81 25 80,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.51139 41.122051)
MARINO,,2160099806,,,ESP,,SORIA,SORIA,CASTILLA Y LEÓN,CL,42001,"CALLE DE NUMANCIA 9, 42001, SORIA, SORIA",CALLE DE NUMANCIA 9,"42001, SORIA, SORIA",-2.468322,41.764973,T16,MEDIUM,,975 23 02 88,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.468322 41.764973)
O QUEIXIÑO DA AMALIA,,2152878941,,,ESP,,OURENSE,ORENSE,GALICIA,GA,32002,"CALLE DE LA ALBORADA 0013, 32002, OURENSE, ORENSE",CALLE DE LA ALBORADA 0013,"32002, OURENSE, ORENSE",-7.868877,42.33257,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.868877 42.33257)
CARNICERIA HERMANOS OR,,2168513572,,,ESP,,TARANCÓN,CUENCA,CASTILLA-LA MANCHA,CM,16400,"CALLE DE ZAPATERÍA, 16400, TARANCÓN, CUENCA",CALLE DE ZAPATERÍA,"16400, TARANCÓN, CUENCA",-3.00544,40.01108,T17,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.00544 40.01108)
BODEGAS FARIÑA,,2151788029,,,ESP,,CASASECA DE LAS CHANAS,ZAMORA,CASTILLA Y LEÓN,CL,49151,"TRAVESÍA MORALEJA, 49151, CASASECA DE LAS CHANAS, ZAMORA",TRAVESÍA MORALEJA,"49151, CASASECA DE LAS CHANAS, ZAMORA",-5.6741497,41.4380464,T19,LOW,,980 57 77 20,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.6741497 41.4380464)
CONGELADOS GLAS,,2169686770,,,ESP,,ZAMORA,ZAMORA,CASTILLA Y LEÓN,CL,49023,"AVENIDA DEL CARDENAL CISNEROS, 49023, ZAMORA, ZAMORA",AVENIDA DEL CARDENAL CISNEROS,"49023, ZAMORA, ZAMORA",-5.746291,41.515718,T20,LOW,,980 67 24 59,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.746291 41.515718)
MARIVAN,,2152158301,,,ESP,,OURENSE,ORENSE,GALICIA,GA,32002,"CALLE DE FRANCISCO MOURE 22, 32002, OURENSE, ORENSE",CALLE DE FRANCISCO MOURE 22,"32002, OURENSE, ORENSE",-7.874383,42.339316,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.874383 42.339316)
CASA ALONSO,,2167767523,,,ESP,,CALAMOCHA,TERUEL,ARAGÓN,AR,44200,"44200, CALAMOCHA, TERUEL",,"44200, CALAMOCHA, TERUEL",-1.28352,40.91456,T20,LOW,,947 20 90 54,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.28352 40.91456)
FRUTERIA MELANY,,2166837931,,,ESP,,TERUEL,TERUEL,ARAGÓN,AR,44003,"CALLE DE LA JARDINERA 2, 44003, TERUEL, TERUEL",CALLE DE LA JARDINERA 2,"44003, TERUEL, TERUEL",-1.103731,40.342767,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.103731 40.342767)
POLLERÍA LUIS,,2163646867,,,ESP,,PALENCIA,PALENCIA,CASTILLA Y LEÓN,CL,34003,"CALLE DE JUAN BRAVO 1, 34003, PALENCIA, PALENCIA",CALLE DE JUAN BRAVO 1,"34003, PALENCIA, PALENCIA",-4.524946,42.010371,T16,MEDIUM,,979 16 52 52,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-4.524946 42.010371)
MARTIN SANCHEZ ANTONIO,,2154315690,,,ESP,,VALCABADO,ZAMORA,CASTILLA Y LEÓN,CL,49192,"CALLE DE LA CARRETERA 377, 49192, VALCABADO, ZAMORA",CALLE DE LA CARRETERA 377,"49192, VALCABADO, ZAMORA",-5.7511612,41.5485611,T19,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.7511612 41.5485611)
RAIMPOR,,2096753577,,,ESP,,OURENSE,ORENSE,GALICIA,GA,32004,"CALLE DE CELSO EMILIO FERREIRO 19, 32004, OURENSE, ORENSE",CALLE DE CELSO EMILIO FERREIRO 19,"32004, OURENSE, ORENSE",-7.8609743003355375,42.343346074367915,S5HPNTSCZA,HIGH,,988 23 47 15,988 23 47 19,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.86097430033554 42.3433460743679)
COKETOS,,2156946855,,,ESP,,FRAGA,HUESCA,ARAGÓN,AR,22520,"AVENIDA DEL CAMINO DE LOS HONDOS 0006, 22520, FRAGA, HUESCA",AVENIDA DEL CAMINO DE LOS HONDOS 0006,"22520, FRAGA, HUESCA",0.33889,41.52328,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(0.33889 41.52328)
ROMAN GARCIA ROMO,,2170781272,,,ESP,,GUADALAJARA,GUADALAJARA,CASTILLA-LA MANCHA,CM,19004,"CALLE DE JULIÁN BESTEIRO 23, 19004, GUADALAJARA, GUADALAJARA",CALLE DE JULIÁN BESTEIRO 23,"19004, GUADALAJARA, GUADALAJARA",-3.182527,40.632881,T16,MEDIUM,,949 20 16 00,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.182527 40.632881)
MARINA LOPEZ ALFREDO,,2096663035,,,ESP,,SAN LEONARDO DE YAGÜE,SORIA,CASTILLA Y LEÓN,CL,42140,"CALLE SAN MIGUEL, 42140, SAN LEONARDO DE YAGÜE, SORIA",CALLE SAN MIGUEL,"42140, SAN LEONARDO DE YAGÜE, SORIA",-3.05473,41.8327134,T19,LOW,,975 37 67 26,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.05473 41.8327134)
EL GALLEGO,,2168266007,,,ESP,,HORCHE,GUADALAJARA,CASTILLA-LA MANCHA,CM,19140,"CAMINO DE LAS ERAS ALTAS, 19140, HORCHE, GUADALAJARA",CAMINO DE LAS ERAS ALTAS,"19140, HORCHE, GUADALAJARA",-3.06255,40.56768,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.06255 40.56768)
LA DESPENSA DE CARMEN,,2165353331,,,ESP,,GUADALAJARA,GUADALAJARA,CASTILLA-LA MANCHA,CM,19003,"CALLE DE LA VIRGEN DE LA SOLEDAD 15, 19003, GUADALAJARA, GUADALAJARA",CALLE DE LA VIRGEN DE LA SOLEDAD 15,"19003, GUADALAJARA, GUADALAJARA",-3.16569,40.6281,T16,MEDIUM,,949 21 16 93,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.16569 40.6281)
SUPERMERCADO HALAL,,2167708874,,,ESP,,TERUEL,TERUEL,ARAGÓN,AR,44003,"CALLE DEL CARMEN 0009, 44003, TERUEL, TERUEL",CALLE DEL CARMEN 0009,"44003, TERUEL, TERUEL",-1.104913,40.345161,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.104913 40.345161)
SERENDIPITY CAFE,,2161328097,,,ESP,,EL CASAR,GUADALAJARA,CASTILLA-LA MANCHA,CM,19170,"AVENIDA DE DUBLIN 0017, 19170, EL CASAR, GUADALAJARA",AVENIDA DE DUBLIN 0017,"19170, EL CASAR, GUADALAJARA",-3.44794,40.70481,T20,LOW,,949 33 59 95,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.44794 40.70481)
ROKELIN,,2166341917,,,ESP,,TERUEL,TERUEL,ARAGÓN,AR,44002,"AVENIDA DE SANZ GADEA 1, 44002, TERUEL, TERUEL",AVENIDA DE SANZ GADEA 1,"44002, TERUEL, TERUEL",-1.108269,40.331188,T16,MEDIUM,,978 61 18 69,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.108269 40.331188)
QUESOS CAMPOSTERA,,2161024904,,,ESP,,VILLALPANDO,ZAMORA,CASTILLA Y LEÓN,CL,49630,"CAMINO DE VILLALOBOS, 49630, VILLALPANDO, ZAMORA",CAMINO DE VILLALOBOS,"49630, VILLALPANDO, ZAMORA",-5.416519,41.866592,T20,LOW,,980 66 02 18,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.416519 41.866592)
GONZALEZ POZO VICTORIANO,,2096739137,,,ESP,,HUESCA,HUESCA,ARAGÓN,AR,22006,"CALLE DE MONZU 3, 22006, HUESCA, HUESCA",CALLE DE MONZU 3,"22006, HUESCA, HUESCA",-0.39794051082345944,42.14744796607381,S5HPNTSCZA,HIGH,,974 24 13 56,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.397940510823459 42.1474479660738)
